id_staz,lat,lon,quota,nome
S07549,  44.90000,   2.42000, 639.0,synop,AURILLAC
S07552,  44.41000,   2.48000, 578.0,synop,SALLES LA SOURC
S07554,  44.53000,   3.45000, 932.0,synop,MENDE
S07558,  44.12000,   3.02000, 712.0,synop,MILLAU
S07560,  44.12000,   3.58000,1567.0,synop,MONT AIGOUAL
S07563,  43.91000,   4.90000,  34.0,synop,AVIGNON
S07570,  44.54000,   4.37000, 280.0,synop,LANAS SYN
S07577,  44.58000,   4.73000,  73.0,synop,MONTELIMAR
S07579,  44.14000,   4.86000,  57.0,synop,ORANGE
S07586,  44.08000,   5.06000,  99.0,synop,CARPENTRAS
S07588,  44.06000,   5.99000, 458.0,synop,ST AUBAN
S07591,  44.56600,   6.50200, 874.0,synop,EMBRUN
S07600,  43.39000,  -1.69000,  21.0,synop,PTE DE SOCOA
S07602,  43.47000,  -1.53000,  71.0,synop,BIARRITZ-ANGLET
S07603,  43.69000,  -1.07000,  31.0,synop,DAX
S07607,  43.91000,  -0.50000,  59.0,synop,MONT-DE-MARSAN
S07610,  43.39000,  -0.42000, 183.0,synop,PAU-UZEIN
S07621,  43.19000,   0.00000, 360.0,synop,TARBES-OSSUN
S07622,  43.69000,   0.60000, 122.0,synop,AUCH
S07627,  43.01000,   1.11000, 414.0,synop,ST GIRONS
S07630,  43.62000,   1.38000, 151.0,synop,TOULOUSE-BLAGNAC
S07632,  43.91000,   2.12000, 172.0,synop,ALBI
S07633,  43.55400,   2.29100, 241.0,synop,CASTRES
S07635,  43.22000,   2.30000, 128.0,synop,CARCASSONNE
S07638,  43.32000,   3.35000,  15.0,synop,BEZIERS-VIAS
S07641,  43.40000,   3.69000,  80.0,synop,SETE
S07643,  43.58000,   3.96000,   2.0,synop,MONTPELLIER
S07645,  43.86000,   4.41000,  59.0,synop,NIMES-COURBESSAC
S07646,  43.76000,   4.42000,  94.0,synop,NIMES-GARONS
S07647,  43.52000,   4.92000,  23.0,synop,ISTRES
S07648,  43.60000,   5.10000,  58.0,synop,SALON DE PROVENCE
S07650,  43.44000,   5.22000,   9.0,synop,MARIGNANE
S07661,  43.08000,   5.94000, 115.0,synop,CAP CEPET
S07666,  42.92000,   3.06000,  42.0,synop,LEUCATE
S07667,  43.09000,   6.15000,   2.0,synop,HYERES
S07675,  43.38000,   6.39000,  80.0,synop,LE LUC
S07684,  43.56000,   6.95000,   2.0,synop,CANNES
S07690,  43.65000,   7.21000,   2.0,synop,NICE
S07747,  42.74000,   2.87000,  42.0,synop,PERPIGNAN
S07749,  42.52000,   3.14000,  82.0,synop,CAP BEAR
S07753,  42.63000,   8.92000, 142.0,synop,ILE ROUSSE
S07754,  42.53000,   8.79000,  57.0,synop,CALVI
S07761,  41.92000,   8.79000,   5.0,synop,AJACCIO
S07765,  41.92000,   9.40000,  17.0,synop,SOLENZARA
S07770,  41.37000,   9.18000, 107.0,synop,CAP PERTUSATO
S07775,  42.26000,   9.54000,  65.0,synop,ALISTRO
S07780,  41.51000,   9.10000,  20.0,synop,FIGARI
S07785,  43.00000,   9.36000,  72.0,synop,CAP CORSE
S07790,  42.54000,   9.49000,  10.0,synop,BASTIA
S08001,  43.37000,  -8.42000,  58.0,synop,LA CORUNA
S08002,,,,,
S08008,  43.10000,  -7.45000, 445.0,synop,LUGO/ROZAS
S08011,  43.57000,  -6.03000, 127.0,synop,ASTURIAS/AVILES
S08014,  43.55000,  -5.68000,   5.0,synop,GIJON-MUSEL
S08015,  43.35000,  -5.87000, 336.0,synop,OVIEDO
S08021,  43.42000,  -3.82000,   6.0,synop,SANTANDER/PARAYAS
S08023,  43.48000,  -3.78000,  52.0,synop,SANTANDER
S08025,  43.28000,  -2.90000,  42.0,synop,BILBAO/AEROPUERTO
S08027,  43.30000,  -2.03000, 251.0,synop,SAN SEBASTIAN/IGUELD
S08029,  43.35000,  -1.78000,   3.0,synop,SAN SEBASTIAN/FUENTE
S08042,  42.88000,  -8.40000, 372.0,synop,SANTIAGO/LABACOLLA
S08044,  42.43000,  -8.60000, 108.0,synop,PONTEVEDRA
S08045,  42.23000,  -8.62000, 264.0,synop,VIGO/PEINADOR
S08048,  42.32000,  -7.85000, 143.0,synop,ORENSE
S08053,  42.55000,  -6.60000, 534.0,synop,PONFERRADA
S08055,  42.58000,  -5.63000, 916.0,synop,LEON/VIRGEN DEL CAMI
S08075,  42.35000,  -3.62000, 890.0,synop,BURGOS/VILLAFRIA
S08080,  42.87000,  -2.73000, 513.0,synop,VITORIA
S08084,  42.45000,  -2.32000, 353.0,synop,LOGRONO/AGONCILLO
S08085,  42.77000,  -1.65000, 459.0,synop,PAMPLONA/NOAIN
S08094,  42.08000,  -0.33000, 541.0,synop,HUESCA/MONFLORITE
S08112,,,,,
S08117,,,,,
S08130,  41.52000,  -5.73000, 656.0,synop,ZAMORA
S08140,  41.70000,  -4.85000, 849.0,synop,VALLADOLID/VILLANUBL
S08141,  41.65000,  -4.77000, 735.0,synop,VALLADOLID
S08148,  41.77000,  -2.47000,1082.0,synop,SORIA
S08157,  41.12000,  -1.42000, 779.0,synop,DAROCA
S08160,  41.65000,  -1.00000, 263.0,synop,ZARAGOZA/AEROPUERTO
S08171,  41.62000,   0.58000, 192.0,synop,LLEIDA
S08175,  41.13000,   1.17000,  71.0,synop,REUS/AEROPUERTO
S08181,  41.28000,   2.07000,   4.0,synop,BARCELONA/AEROPUERTO
S08184,  41.90000,   2.75000, 143.0,synop,GIRONA/COSTA BRAVA
S08202,  40.95000,  -5.48000, 790.0,synop,SALAMANCA/MATACAN
S08210,  40.66000,  -4.68000,1130.0,synop,AVILA
S08213,  40.93000,  -4.12000,1005.0,synop,SEGOVIA
S08215,  40.77000,  -4.00000,1894.0,synop,NAVACERRADA
S08221,  40.47000,  -3.57000, 609.0,synop,MADRID/BARAJAS
S08223,  40.37000,  -3.78000, 690.0,synop,MADRID/CUATRO VIENTO
S08224,  40.30000,  -3.72000, 620.0,synop,MADRID/GETAFE
S08226,  40.65000,  -3.17000, 639.0,synop,GUADALAJARA
S08231,  40.07000,  -2.13000, 945.0,synop,CUENCA
S08232,  40.83000,  -1.88000,1056.0,synop,MOLINA DE ARAGON
S08233,,,,,
S08235,  40.35000,  -1.12000, 900.0,synop,TERUEL
S08238,  40.82000,   0.48000,  44.0,synop,TORTOSA
S08261,  39.47000,  -6.33000, 405.0,synop,CACERES
S08272,  39.88000,  -4.03000, 515.0,synop,TOLEDO
S08280,  38.95000,  -1.85000, 702.0,synop,ALBACETE/LOS LLANOS
S08284,  39.48000,  -0.47000,  69.0,synop,VALENCIA/AEROPUERTO
S08285,,,,,
S08286,  39.95000,  -0.07000,  35.0,synop,CASTELLON
S08306,  39.55000,   2.73000,   4.0,synop,PALMA DE MALLORCA/SO
S08314,  39.85000,   4.20000,  89.0,synop,MENORCA/MAHON
S08330,  38.88000,  -6.82000, 185.0,synop,BADAJOZ/TALAVERA LA
S08335,,,,,
S08348,  38.98000,  -3.92000, 628.0,synop,CIUDAD REAL
S08359,  38.37000,  -0.48000,  81.0,synop,ALICANTE
S08360,  38.27000,  -0.57000,  43.0,synop,ALICANTE/EL ALTET
S08373,  38.87000,   1.38000,  17.0,synop,IBIZA/ES CODOLA
S08383,  37.27000,  -6.90000,  19.0,synop,HUELVA
S08391,  37.42000,  -5.87000,  34.0,synop,SEVILLA/SAN PABLO
S08397,  37.15000,  -5.60000,  87.0,synop,MORON DE LA FRONTERA
S08410,  37.83000,  -4.83000,  90.0,synop,CORDOBA/AEROPUERTO
S08417,  37.77000,  -3.80000, 582.0,synop,JAEN
S08419,  37.18000,  -3.78000, 567.0,synop,GRANADA/AEROPUERTO
S08429,  37.95000,  -1.22000,  75.0,synop,MURCIA/AL CANTARILLA
S08430,  38.00000,  -1.17000,  61.0,synop,MURCIA
S08433,  37.78000,  -0.80000,   5.0,synop,MURCIA/SAN JAVIER
S08451,  36.75000,  -6.05000,  27.0,synop,JEREZ DE LA FRONTERA
S08458,,,,,
S08482,  36.67000,  -4.48000,  16.0,synop,MALAGA/AEROPUERTO
S08487,  36.83000,  -2.35000,  15.0,synop,ALMERIA/AEROPUERTO
S08495,  36.15000,  -5.33300,   5.0,synop,GIBRALTAR
S08501,  39.45000, -31.13333,  28.0,synop,FLORES (ACORES)
S08505,  38.51667, -28.71667,  40.0,synop,HORTA/CASTELO BRANCO
S08506,  38.51667, -28.63333,  60.0,synop,HORTA (ACORES)
S08509,  38.76667, -27.10000,  52.0,synop,LAJES (ACORES)
S08511,  38.66667, -27.21667,  74.0,synop,ANGRA DO HEROISMO (A
S08512,  37.73333, -25.70000,  71.0,synop,PONTA DELGADA/NORDEL
S08515,  36.96667, -25.16667, 100.0,synop,SANTA MARIA (ACORES)
S08521,  32.68334, -16.76667,  58.0,synop,FUNCHAL/S.CATARINA
S08522,  32.63334, -16.90000,  58.0,synop,FUNCHAL
S08524,  33.06667, -16.35000,  97.0,synop,PORTO SANTO
S08531,  39.35000,  -9.40000,  32.0,synop,CABO CARVOEIRO / EMA
S08532,  38.83333,  -9.33333, 134.0,synop,SINTRA/GRANJA
S08533,  37.00000,  -8.95000,  25.0,synop,SAGRES
S08534,  38.70000,  -9.03333,  14.0,synop,MONTIJO
S08535,  38.71667,  -9.15000,  77.0,synop,LISBOA/GEOF
S08537,  38.88334,  -9.03333,   3.0,synop,ALVERCA
S08540,  39.83333,  -8.88333,  52.0,synop,MONTE REAL
S08541,  37.95000,  -8.86667,  98.0,synop,SINES/MONTES CHAOS
S08544,  40.91667,  -8.63333,  17.0,synop,OVAR/MACEDA
S08545,  41.23333,  -8.68333,  69.0,synop,PORTO/PEDRAS RUBRAS
S08548,  40.15000,  -8.46667, 179.0,synop,COIMBRA/CERNACHE
S08551,  41.63334,  -8.80000,  48.0,synop,VIANA DO CASTELO-CHA
S08554,  37.01667,  -7.96667,   7.0,synop,FARO/AEROPORTO
S08558,  38.53333,  -7.90000, 245.0,synop,EVORA/C. COORD
S08560,  40.71667,  -7.88333, 644.0,synop,VISEU
S08561,  38.06667,  -7.91667, 194.0,synop,BEJA/B. AEREA
S08562,  38.01667,  -7.86667, 246.0,synop,BEJA
S08567,  41.26667,  -7.71667, 561.0,synop,VILA REAL
S08568,  40.41667,  -7.55000,1380.0,synop,PENHAS DOURADAS
S08570,  39.83333,  -7.48333, 386.0,synop,CASTELO BRANCO
S08571,  39.28333,  -7.41667, 597.0,synop,PORTALEGRE
S08575,  41.80000,  -6.73333, 691.0,synop,BRAGANCA
S08579,  38.76667,  -9.13333, 104.0,synop,LISBOA/GAGO COUTINHO
S10004,  54.16000,   6.35000,      ,synop,UFS TW EMS
S10007,  54.18330,   7.43330,   0.0,synop,UFS DEUTSCHE BUCHT
S10015,  54.17496,   7.89195,   4.0,synop,Helgoland
S10020,  55.01099,   8.41254,  26.2,synop,List auf Sylt
S10022,  54.79029,   8.95145,   7.0,synop,Leck
S10028,  54.32792,   8.60299,   5.0,synop,Sankt Peter-Ording
S10033,  54.82732,   9.50571,  27.0,synop,GLUECKSBURG-MEIERWIK
S10035,  54.52751,   9.54864,  42.5,synop,Schleswig
S10037,  54.45504,   9.51943,  21.3,synop,SCHLESWIG-JAGEL
S10038,  54.31459,   9.53900,  10.0,synop,HOHN
S10042,  54.64098,  10.02375,   2.0,synop,Schoenhagen (Ostseeb
S10044,  54.50000,  10.26000,      ,synop,LEUCHTTURM KIEL
S10046,  54.37611,  10.14332,  27.0,synop,Kiel-Holtenau
S10055,  54.52838,  11.06051,   3.0,synop,Fehmarn
S10067,  54.49366,  11.24054,   5.0,synop,MARIENLEUCHTE
S10091,  54.67916,  13.43425,  42.0,synop,Arkona
S10093,  54.36430,  13.47700,  39.5,synop,Putbus
S10097,  54.24370,  13.91020,  12.0,synop,Greifswalder Oie
S10113,  53.71230,   7.15192,  11.0,synop,Norderney
S10124,  53.86670,   8.13330,  32.0,synop,LEUCHTTURM ALTE WESE
S10126,  53.55038,   7.66716,   8.0,synop,WITTMUNDHAVEN
S10129,  53.53316,   8.57608,   7.0,synop,Bremerhaven
S10130,  54.06913,   9.01056,   3.0,synop,Elpersbuettel
S10131,  53.87125,   8.70582,   5.0,synop,Cuxhaven
S10136,  53.76467,   8.65833,  25.0,synop,NORDHOLZ (FLUGPLATZ)
S10139,  53.44511,   9.13904,  10.0,synop,Bremervoerde
S10142,  53.98975,   9.56964,  21.0,synop,Itzehoe
S10146,  53.73309,   9.87759,  13.0,synop,Quickborn
S10147,  53.63319,   9.98808,  11.0,synop,Hamburg-Fuhlsbuettel
S10150,  54.16544,  10.35188,  26.3,synop,Doernick
S10152,  54.08932,  10.87733,   1.0,synop,Pelzerhaken
S10156,  53.80250,  10.69881,  15.5,synop,Luebeck-Blankensee
S10161,  54.00281,  11.19077,  15.0,synop,Boltenhagen
S10162,  53.64252,  11.38720,  59.0,synop,Schwerin
S10168,  53.60601,  12.10331,  58.0,synop,Goldberg
S10170,  54.18019,  12.08053,   4.0,synop,Rostock-Warnemuende
S10172,  53.91560,  12.27899,  40.0,synop,LAAGE (FLUGPLATZ)
S10180,  54.34058,  12.71083,   3.0,synop,Barth
S10184,  54.09674,  13.40558,   2.0,synop,Greifswald
S10188,          ,          ,      ,synop,
S10193,  53.74443,  14.06970,   1.2,synop,Ueckermuende
S10195,          ,          ,      ,synop,
S10200,  53.38808,   7.22870,  -0.3,synop,Emden
S10210,  53.06430,   7.90220,   5.7,synop,Friesoythe-Altenoyth
S10224,  53.04451,   8.79851,   4.1,synop,Bremen
S10235,  52.96040,   9.79306,  75.6,synop,Soltau
S10238,  52.81667,   9.93333,  70.0,synop,BERGEN
S10246,  52.91565,  10.18855,  73.0,synop,FASSBERG
S10249,  53.39108,  10.68776,  45.0,synop,Boizenburg
S10253,  52.97237,  11.13739,  17.0,synop,Luechow
S10261,  52.89114,  11.72970,  21.0,synop,Seehausen
S10264,  53.32229,  11.93195,  81.0,synop,Marnitz
S10267,  52.93631,  12.40934,  40.0,synop,Kyritz
S10268,  53.51962,  12.66540,  72.6,synop,Waren (Mueritz)
S10270,  52.90371,  12.80721,  38.0,synop,Neuruppin
S10272,  53.20000,  12.52000,  74.0,synop,WITTSTOCK
S10281,  53.59970,  13.30390,  69.0,synop,Trollenhagen
S10282,  53.31754,  13.41747, 115.2,synop,Feldberg/Mecklenburg
S10289,  53.31532,  13.93375,  55.9,synop,Gruenow
S10291,  53.03160,  13.99066,  54.0,synop,Angermuende
S10304,  52.71558,   7.31763,  19.0,synop,MEPPEN
S10305,  52.51809,   7.30806,  22.0,synop,Lingen
S10306,  52.28870,   7.38664,  40.0,synop,RHEINE-BENTLAGE
S10309,  52.08141,   6.94096,  45.5,synop,Ahaus
S10310,  52.11000,   8.28000, 305.0,synop,BORGHOLZHAUSEN
S10312,  52.31703,   8.16934, 103.3,synop,Belm
S10315,  52.13437,   7.69685,  47.8,synop,Muenster/Osnabrueck
S10321,  52.58810,   8.34244,  39.0,synop,Diepholz
S10324,          ,          ,      ,synop,
S10325,  52.10421,   8.75208, 134.6,synop,"Salzuflen, Bad"
S10326,  51.97000,   8.55000, 139.0,synop,BIELEFELD-WINDELSBLE
S10334,  52.46051,   9.43113,  57.0,synop,WUNSTORF
S10335,  52.28173,   9.08894,  68.0,synop,BUECKEBURG
S10338,  52.46442,   9.67792,  55.0,synop,Hannover
S10343,  52.59593,  10.02957,  39.0,synop,CELLE
S10348,  52.29144,  10.44646,  81.2,synop,Braunschweig
S10352,          ,          ,      ,synop,
S10356,  52.16013,  11.17590, 162.0,synop,Ummendorf
S10359,  52.51291,  11.39413,  47.0,synop,Gardelegen
S10361,  52.10289,  11.58268,  76.0,synop,Magdeburg
S10365,  52.38752,  12.16008,  35.0,synop,Genthin
S10368,  52.12065,  12.45854, 187.0,synop,Wiesenburg
S10376,  52.06142,  13.49962,  54.6,synop,Baruth
S10379,  52.38129,  13.06223,  81.0,synop,Potsdam
S10381,  52.46390,  13.30170,      ,synop,BERLIN-DAHLEM (FU)
S10382,  52.56441,  13.30885,  36.0,synop,Berlin-Tegel
S10384,  52.46749,  13.40211,  48.0,synop,Berlin-Tempelhof
S10385,  52.38070,  13.53061,  46.0,synop,Berlin-Schoenefeld
S10393,  52.20849,  14.11797,  98.0,synop,Lindenberg
S10396,  52.54683,  14.54521,  12.0,synop,Manschnow
S10400,  51.29595,   6.76865,  36.6,synop,Duesseldorf
S10410,  51.40402,   6.96763, 150.0,synop,Essen-Bredeney
S10418,  51.24516,   7.64250, 386.7,synop,Luedenscheid
S10424,  51.57647,   7.88801,  84.8,synop,Werl
S10427,  51.18026,   8.48907, 839.0,synop,Kahler Asten
S10430,  51.78546,   8.83878, 157.0,synop,"Lippspringe, Bad"
S10433,  51.86644,   9.27085, 258.0,synop,Luegde-Paenbruch
S10435,  51.50399,   9.11175, 235.8,synop,Warburg
S10439,  51.11902,   9.27991, 172.0,synop,FRITZLAR (FLUGPLATZ)
S10441,  51.28345,   9.35897, 317.0,synop,Schauenburg-Elgersha
S10442,  51.96437,   9.80715, 143.9,synop,Alfeld
S10444,  51.50033,   9.95057, 167.0,synop,Goettingen
S10449,  51.39329,  10.31234, 356.0,synop,Leinefelde
S10452,  51.72336,  10.60213, 607.0,synop,Braunlage
S10453,  51.79862,  10.61827,1133.9,synop,Brocken
S10454,  51.84542,  10.76863, 234.0,synop,Wernigerode
S10458,  51.65200,  11.13669, 404.0,synop,Harzgerode
S10460,  51.37446,  11.29198, 164.0,synop,Artern
S10466,  51.51377,  11.94993,  93.0,synop,Halle-Kroellwitz
S10469,  51.43479,  12.23962, 131.0,synop,Leipzig/Halle
S10471,  51.31507,  12.44623, 138.0,synop,Leipzig-Holzhausen
S10474,  51.88918,  12.64452, 105.0,synop,Wittenberg
S10476,  51.76572,  13.16664,  81.0,synop,HOLZDORF (FLUGPLATZ)
S10480,  51.29596,  13.09284, 150.0,synop,Oschatz
S10488,  51.12796,  13.75434, 227.0,synop,Dresden-Klotzsche
S10490,  51.64510,  13.57468,  96.8,synop,Doberlug-Kirchhain
S10495,  51.44932,  14.25325, 115.9,synop,Hoyerswerda
S10496,  51.77598,  14.31681,  69.0,synop,Cottbus
S10499,  51.16215,  14.95057, 238.0,synop,Goerlitz
S10500,  50.95917,   6.03917,      ,synop,GEILENKIRCHEN
S10502,  50.82938,   6.66017, 111.0,synop,NOERVENICH
S10505,  50.79816,   6.02440, 231.0,synop,Aachen-Orsbach
S10506,  50.36014,   6.86968, 485.0,synop,Nuerburg-Barweiler
S10513,  50.86456,   7.15749,  92.0,synop,Koeln-Bonn
S10516,  50.37125,   7.57914,  84.0,synop,KOBLENZ
S10519,  50.73495,   7.19311, 159.0,synop,Bonn-Roleber
S10520,  50.42380,   7.42029,  75.0,synop,Andernach
S10526,  50.66203,   7.96019, 546.6,synop,"Marienberg, Bad"
S10532,  50.60171,   8.64390, 202.7,synop,Giessen/Wettenberg
S10534,  50.50844,   9.22470, 743.3,synop,Hoherodskopf/Vogelsb
S10537,  50.75187,   9.02255, 350.3,synop,Neu-Ulrichstein
S10540,  51.00073,  10.36211, 312.4,synop,Eisenach
S10542,  50.85192,   9.73782, 272.2,synop,"Hersfeld, Bad"
S10544,  50.49734,   9.94280, 921.0,synop,Wasserkuppe
S10548,  50.56116,  10.37710, 450.0,synop,Meiningen
S10552,  50.65456,  10.76933, 937.0,synop,Schmuecke
S10554,  50.98286,  10.96081, 316.0,synop,Erfurt-Weimar
S10557,  50.50023,  11.13439, 845.0,synop,Neuhaus am Rennweg
S10564,  50.56791,  11.80408, 501.0,synop,Schleiz
S10565,  51.08730,  11.92920, 246.0,synop,Osterfeld
S10567,  50.88127,  12.12886, 311.0,synop,Gera-Leumnitz
S10569,  50.48188,  12.13001, 386.0,synop,Plauen
S10574,  50.43133,  12.61140, 897.0,synop,Carlsfeld
S10577,  50.79129,  12.87198, 418.0,synop,Chemnitz
S10578,  50.42834,  12.95351,1213.0,synop,Fichtelberg
S10579,  50.65100,  13.14694, 639.0,synop,Marienberg
S10582,  50.73138,  13.75159, 877.0,synop,Zinnwald-Georgenfeld
S10591,  50.93833,  14.20928, 321.0,synop,Lichtenhain-Mittelnd
S10609,  49.74789,   6.65823, 265.0,synop,Trier-Petrisberg
S10613,  50.17463,   7.05953, 477.0,synop,BUECHEL (FLUGPLATZ)
S10615,  49.76190,   7.05412, 480.5,synop,Deuselbach
S10616,  49.94624,   7.26452, 497.0,synop,Hahn
S10618,  49.69273,   7.32636, 376.0,synop,IDAR-OBERSTEIN
S10628,  49.98593,   7.95485, 110.2,synop,Geisenheim
S10635,  50.22181,   8.44688, 825.6,synop,Kleiner Feldberg/Tau
S10637,  50.02591,   8.52129,  99.7,synop,Frankfurt/Main
S10641,  50.09001,   8.78619, 118.5,synop,Offenbach-Wetterpark
S10646,  50.00826,   9.42390, 339.5,synop,Neuhuetten/Spessart
S10648,  49.71763,   9.09969, 453.0,synop,Michelstadt-Vielbrun
S10655,  49.77028,   9.95772, 268.0,synop,Wuerzburg
S10658,  50.22406,  10.07921, 281.8,synop,"Kissingen, Bad"
S10671,  50.30667,  10.96796, 344.5,synop,Lautertal-Oberlauter
S10675,  49.87418,  10.92058, 240.0,synop,Bamberg
S10685,  50.31224,  11.87605, 565.1,synop,Hof
S10686,  50.03152,  11.97449, 622.3,synop,Wunsiedel-Schoenbrun
S10688,  49.66626,  12.18446, 439.6,synop,Weiden
S10704,  49.26402,   6.68679, 363.0,synop,Berus
S10706,  49.47376,   7.03858, 385.9,synop,Tholey
S10708,  49.21280,   7.10771, 320.0,synop,Saarbruecken-Ensheim
S10724,  49.37584,   8.12128, 553.0,synop,Weinbiet
S10729,  49.50903,   8.55408,  96.1,synop,Mannheim
S10731,  48.97257,   8.33016, 116.1,synop,Rheinstetten
S10733,  49.29423,   8.90538, 236.6,synop,Waibstadt
S10736,  48.97207,   8.87339, 244.0,synop,Muehlacker
S10738,  48.68831,   9.22353, 371.0,synop,Stuttgart-Echterding
S10742,  49.20705,   9.51749, 275.9,synop,Oehringen
S10743,  49.38953,   9.96664, 473.0,synop,NIEDERSTETTEN
S10747,  48.91708,   9.68717, 488.7,synop,Kaisersbach-Cronhuet
S10756,  49.16234,  10.36617, 475.1,synop,Feuchtwangen-Heilbro
S10761,  49.01139,  10.93194, 439.3,synop,Weissenburg-Emetzhei
S10763,  49.50306,  11.05493, 314.0,synop,Nuernberg
S10765,  49.21640,  11.10360, 385.0,synop,Roth
S10771,  49.42833,  11.90222,      ,synop,KUEMMERSBRUCK
S10776,  49.04236,  12.10205, 365.4,synop,Regensburg
S10777,  48.94814,  11.42891, 536.0,synop,Gelbelsee
S10782,  49.39090,  12.68383, 498.8,synop,Waldmuenchen
S10788,  48.82754,  12.55978, 350.0,synop,Straubing
S10791,  49.11304,  13.13420,1436.0,synop,Grosser Arber
S10796,  49.02804,  13.23849, 615.0,synop,Zwiesel
S10803,  48.02328,   7.83444, 236.3,synop,Freiburg
S10805,  48.36470,   7.82802, 155.0,synop,Lahr
S10815,  48.45373,   8.40906, 796.5,synop,Freudenstadt
S10818,  48.10537,   8.75488, 973.4,synop,Klippeneck
S10827,  48.18751,   8.99383, 920.0,synop,Messstetten
S10836,  48.66571,   9.86465, 733.8,synop,Stoetten
S10837,  48.21763,   9.90965, 539.0,synop,LAUPHEIM
S10838,  48.38366,   9.95242, 566.8,synop,Ulm
S10840,  48.44177,   9.92161, 592.6,synop,Ulm-Maehringen
S10850,  48.79180,  10.70623, 501.9,synop,Harburg
S10852,  48.42539,  10.94201, 461.4,synop,Augsburg
S10853,  48.70975,  11.20962, 380.0,synop,NEUBURG/DONAU
S10856,  48.18491,  10.85073, 550.0,synop,LECHFELD
S10857,  48.07720,  10.91439, 621.0,synop,LANDSBERG
S10860,  48.71115,  11.53624, 364.0,synop,INGOLSTADT
S10865,  48.16314,  11.54292, 515.2,synop,Muenchen-Stadt
S10870,  48.34766,  11.81328, 445.5,synop,Muenchen-Flughafen
S10872,  48.65963,  12.53877, 350.4,synop,Gottfrieding
S10875,  48.27907,  12.50238, 405.6,synop,Muehldorf
S10895,  48.54515,  13.35305, 476.4,synop,Fuerstenzell
S10908,  47.87489,   8.00382,1489.6,synop,Feldberg/Schwarzwald
S10929,  47.67742,   9.19005, 442.5,synop,Konstanz
S10945,  47.79551,  10.03243, 671.7,synop,Leutkirch-Herlazhofe
S10946,  47.72326,  10.33480, 705.2,synop,Kempten
S10948,  47.39858,  10.27599, 806.0,synop,Oberstdorf
S10954,  47.83417,  10.86672, 756.0,synop,ALTENSTADT
S10961,  47.42087,  10.98472,2964.0,synop,Zugspitze
S10962,  47.80093,  11.01086, 977.0,synop,Hohenpeissenberg
S10963,  47.48305,  11.06229, 719.0,synop,Garmisch-Partenkirch
S10982,  47.88434,  12.54038, 551.2,synop,Chieming
S11001,  48.10528,  13.67222, 660.0,synop,WOLFSEGG
S11008,  48.56972,  13.99417, 597.0,synop,ROHRBACH
S11010,  48.23528,  14.18806, 298.0,synop,LINZ/HOERSCHING-FLUG
S11012,  48.05500,  14.13111, 382.0,synop,KREMSMUENSTER
S11015,  48.50611,  14.50611, 549.0,synop,FREISTADT
S11018,  48.10806,  14.89861, 266.0,synop,AMSTETTEN
S11019,  48.69083,  15.36694, 599.0,synop,ALLENTSTEIG
S11020,  48.61778,  15.20361, 502.0,synop,STIFT ZWETTL ZWETTL
S11021,  48.95472,  15.03750, 559.0,synop,LITSCHAU
S11022,  48.76111,  15.94167, 320.0,synop,RETZ
S11023,  48.59555,  15.66778, 267.0,synop,GARS AM KAMP AM KAMP
S11024,  48.33500,  15.34028, 952.0,synop,JAUERLING
S11025,  48.70222,  14.89861, 572.0,synop,WEITRA
S11027,  48.39750,  16.19166, 202.0,synop,STOCKERAU
S11030,  48.32389,  16.11806, 175.0,synop,TULLN/LANGENLEBARN
S11032,  48.66917,  16.63750, 198.0,synop,POYSDORF
S11034,  48.19833,  16.36695, 177.0,synop,WIEN-INNERE STADT ST
S11035,  48.24861,  16.35639, 198.0,synop,WIEN/HOHE WARTE WART
S11036,  48.11028,  16.56972, 183.0,synop,WIEN/SCHWECHAT-FLUGH
S11037,  48.19972,  16.55917, 154.0,synop,GROSSENZERSDORF
S11040,  48.12472,  16.41917, 201.0,synop,WIEN/UNTERLAA
S11051,  48.22417,  13.02806, 382.0,synop,RANSHOFEN
S11053,  48.21722,  13.47500, 427.0,synop,RIED IM INNKREIS IM
S11055,  48.46417,  13.43444, 307.0,synop,SCHAERDING
S11059,  48.16333,  14.07167, 312.0,synop,WELS/SCHLEISSHEIM
S11070,  48.41833,  15.62139, 203.0,synop,KREMS
S11075,  48.47250,  15.69750, 207.0,synop,LANGENLOIS
S11078,  48.02806,  15.58750, 696.0,synop,LILIENFELD/TARSCHBER
S11080,  48.20694,  16.22944, 225.0,synop,WIEN/MARIABRUNN
S11082,  48.04028,  16.28221, 219.0,synop,GUMPOLDSKIRCHEN
S11083,  48.55889,  16.37167, 457.0,synop,LEISER BERGE BERGE
S11085,  48.33805,  16.83139, 144.0,synop,ZWERNDORF-MARCHEGG
S11101,  47.49917,   9.74611, 424.0,synop,BREGENZ
S11105,  47.27111,   9.60971, 438.0,synop,FELDKIRCH
S11109,  47.13334,  10.31667,1285.0,synop,ST.ANTON-ARLBERGTUNN
S11110,  47.12972,  10.23028,2084.0,synop,GALZIG
S11112,  47.14028,  10.56361, 797.0,synop,LANDECK
S11113,  46.89111,  10.49694,1330.0,synop,NAUDERS
S11116,  47.50000,  10.75000, 870.0,synop,REUTTE/TIROL
S11119,  47.33306,  11.17528,1182.0,synop,SEEFELD
S11120,  47.26028,  11.34389, 581.0,synop,INNSBRUCK-FLUGHAFEN
S11121,  47.26000,  11.35667, 578.0,synop,INNSBRUCK-FLUGHAFEN
