id_staz,lat,lon,quota,nome
S26784,  54.41670,  32.43330, 200.0,synop,POCHINOK
S26795,  54.41670,  34.01670, 238.0,synop,SPAS-DEMENSK
S26825,  53.60130,  24.05330,      ,synop,GRODNO
S26832,  53.90130,  25.32070,      ,synop,LIDA
S26850,  53.92380,  27.63450,      ,synop,MINSK
S26853,  53.82370,  28.99200,      ,synop,BEREZINO
S26855,  53.48830,  28.13800,      ,synop,MARIYNA
S26863,  53.95330,  30.09100,      ,synop,MOGILEV
S26864,  53.49000,  29.30720,      ,synop,KLICHEV
S26872,,,,,
S26878,  53.45070,  31.00220,      ,synop,SLAVGOROD
S26882,  53.93330,  32.83330, 219.0,synop,ROSLAVL'
S26887,  53.35520,  32.06930,      ,synop,KOSTUCKOVICHI
S26894,  53.53330,  33.75000, 175.3,synop,ZUKOVKA
S26898,  53.25000,  34.31670, 213.8,synop,BRJANSK
S26941,  53.12580,  25.96980,      ,synop,BARANOVICHI
S26951,  53.05200,  27.55120,      ,synop,SLUTSK
S26961,  53.20520,  29.12280,      ,synop,BOBRUISK
S26966,  52.88980,  30.03950,      ,synop,ZHLOBIN
S26976,  53.01670,  31.60000, 146.9,synop,KRASNAJA
S26997,  52.58330,  33.76670, 177.3,synop,TRUBCHEVSK
S27008,  59.40250,  35.90680, 136.1,synop,BABAEVO
S27020,  59.95180,  38.58830, 118.8,synop,YARSHEVO
S27026,  59.60980,  39.16680, 132.0,synop,KOROBOVO
S27037,  59.31770,  39.92200, 124.7,synop,VOLOGDA
S27051,  59.97500,  42.76830, 134.0,synop,TOT'MA
S27066,  59.53370,  45.45670, 141.8,synop,NIKOL'SK
S27083,  59.85000,  48.28330, 178.8,synop,OPARINO
S27106,  58.85000,  36.43330, 124.0,synop,USTYUZHNA
S27108,  58.56670,  35.63330, 149.0,synop,OHONY
S27113,  59.27520,  38.01780, 112.9,synop,CEREPOVEC
S27164,  58.81670,  44.31670, 150.0,synop,KOLOGRIV
S27176,  58.93330,  46.76670, 159.0,synop,VOHMA
S27199,  58.56670,  49.56670, 156.5,synop,KIROV
S27208,  57.80000,  35.90000, 140.0,synop,MAKSATIKHA
S27215,  58.03330,  37.10000, 166.0,synop,KRASNYJ
S27223,  58.48330,  39.13330, 117.0,synop,POSHEHON'E
S27225,  58.10000,  38.68330, 104.0,synop,RYBINSK
S27242,  58.48330,  41.53330, 102.0,synop,BUJ
S27252,  58.35000,  43.38330, 149.0,synop,NIKOLO-POLOMA
S27271,  58.36670,  45.53330, 118.0,synop,SAR'JA
S27277,  57.85000,  45.76670, 133.2,synop,VETLUGA
S27283,  58.30000,  48.35000, 125.0,synop,KOTEL'NIC
S27296,  58.10000,  49.91670, 175.1,synop,KUMENY
S27316,  57.33330,  37.56670, 137.0,synop,KASIN
S27321,  57.50000,  38.30000, 120.0,synop,UGLIC
S27329,  57.20000,  39.41670,  99.0,synop,ROSTOV
S27333,  57.73330,  40.78330, 125.0,synop,KOSTROMA
S27347,  56.95000,  40.96670, 124.0,synop,IVANOVO
S27355,  57.33330,  43.11670, 131.0,synop,JUR'EVEC
S27369,  57.13330,  45.16670, 111.1,synop,KRASNYE
S27373,  57.66670,  46.63330, 175.0,synop,SAKUN'JA
S27393,  57.55000,  49.95000, 136.6,synop,NOLINSK
S27402,  56.88330,  35.86670, 140.0,synop,TVER'
S27417,  56.35000,  36.75000, 166.0,synop,KLIN
S27453,  56.68330,  43.43330, 101.0,synop,GORODEC
S27459,  56.26670,  44.00000, 161.1,synop,NIZHNIJ
S27479,  56.33330,  46.58330, 108.3,synop,KOZ'MODEM'JANSK
S27485,  56.63730,  47.77420, 116.0,synop,JOSKAR-OLA
S27491,  57.00000,  48.73330, 143.2,synop,NOVYJ
S27507,  55.51670,  35.03330, 192.0,synop,GAGARIN
S27511,  55.90000,  36.81670, 159.0,synop,NOVO-JERUSALIM
S27523,  55.76670,  38.68330, 134.0,synop,PAVLOVSKIJ
S27532,  56.11670,  40.35000, 167.0,synop,VLADIMIR
S27539,  55.60000,  40.65000, 136.0,synop,GUS'-HRUSTAL'NYJ
S27577,  55.53330,  45.50000, 126.1,synop,SERGACH
S27593,  56.08820,  49.85850, 150.6,synop,ARSK
S27595,  55.73730,  49.20270, 115.9,synop,KAZAN'
S27606,  55.01670,  36.48330, 195.0,synop,MALOJAROSLAVEC
S27611,  55.38330,  36.70000, 190.0,synop,NARO-FOMINSK
S27612,  55.83330,  37.61670, 147.0,synop,MOSKVA
S27627,  54.83330,  38.15000, 221.0,synop,KASIRA
S27643,  55.33330,  42.11670, 113.8,synop,VYKSA
S27648,  54.95000,  41.76670, 132.0,synop,ELAT'MA
S27653,  55.36670,  43.78330, 120.0,synop,ARZAMAS
S27665,  55.03330,  44.50000, 217.0,synop,LUKOJANOV
S27675,  55.18330,  46.33330, 135.5,synop,PORETSKOE
S27679,  54.81670,  46.58330, 178.9,synop,ALATYR'
S27697,  54.94220,  48.78800, 155.4,synop,TETJUSI
S27703,  54.55200,  36.36830, 198.0,synop,KALUGA
S27707,  54.10000,  35.35000, 237.0,synop,SUHINICHI
S27719,  54.23330,  37.61670, 202.0,synop,TULA
S27730,  54.63330,  39.70000, 155.0,synop,RYAZAN'
S27745,  54.36670,  41.93330, 114.0,synop,SASOVO
S27752,  54.63330,  43.23330, 138.6,synop,TEMNIKOV
S27756,  54.43330,  43.76670, 185.5,synop,KRASNOSLOBODSK
S27760,  54.13330,  45.25000, 195.3,synop,SARANSK
S27776,  54.48330,  46.70000, 100.4,synop,SURSKOE
S27785,  54.31670,  48.33330, 122.3,synop,UL'
S27799,  54.23330,  49.60000,  72.3,synop,DIMITROVGRAD
S27817,  53.38330,  36.53330, 199.4,synop,MCENSK
S27821,  54.00000,  38.13330, 226.0,synop,UZLOVAJA
S27823,  53.78330,  39.25000, 209.0,synop,PAVELEC
S27835,  53.71670,  40.11670, 125.0,synop,RYAZHSK
S27848,  53.45000,  41.80000, 143.1,synop,MORSANSK
S27857,  53.48330,  42.63330, 130.3,synop,ZAMETCHINO
S27858,  53.33330,  43.31670, 259.7,synop,PACHELMA
S27872,  53.85000,  46.41670, 174.6,synop,INZA
S27894,  53.60000,  48.83330, 141.8,synop,NOVODEVIC'E
S27906,  52.93330,  36.00000, 193.6,synop,OREL
S27921,  53.15000,  38.11670, 216.0,synop,EFREMOV
S27928,  52.63330,  38.51670, 166.5,synop,ELEC
S27930,  52.70000,  39.51670, 176.5,synop,LIPETSK
S27935,  52.88330,  40.48330, 148.0,synop,MICURINSK
S27947,  52.80000,  41.33330, 126.7,synop,TAMBOV
S27955,  52.96670,  43.40000, 204.7,synop,BELINSKIJ
S27957,  52.66670,  42.71670, 168.9,synop,KIRSANOV
S27962,  53.12030,  45.01800, 169.5,synop,PENZA
S27972,  53.05000,  46.43330, 253.1,synop,RADISHCHEVO
S27981,  53.15000,  47.51670, 107.3,synop,KANADEJ
S27983,  53.18330,  48.40000, 103.8,synop,SYZRAN'
S27995,  52.98330,  49.43330,  44.7,synop,SAMARA
S33008,  52.11670,  23.68480,      ,synop,BREST
S33019,  52.12000,  26.10720,      ,synop,PINSK
S33027,  52.20830,  27.86830,      ,synop,ZHITCKOVICHI
S33036,  52.03520,  29.18870,      ,synop,MOZYR
S33038,  52.25120,  29.83770,      ,synop,VASILEVICHI
S33041,  52.40120,  30.95780,      ,synop,GOMEL
S33124,  51.79130,  30.24180,      ,synop,BRAGIN
S33924,  45.51670,  32.70000,   9.0,synop,CHORNOMORS'KE
S33946,  44.68330,  34.13330, 180.0,synop,SIMFEROPOL'
S33983,  45.40000,  36.41670,  46.0,synop,KERCH
S33998,  44.43330,  34.08330,1180.0,synop,AI-PETRI
S34003,  52.31670,  36.30000, 274.1,synop,PONYRI
S34009,  51.76670,  36.16670, 246.5,synop,KURSK
S34013,  52.43330,  37.60000, 177.6,synop,LIVNY
S34047,  51.83330,  41.48330, 144.7,synop,ZERDEVKA
S34056,  52.25000,  43.78330, 211.3,synop,RTISHCHEVO
S34072,  52.33330,  46.36670, 300.3,synop,KARABULAK
S34083,  52.50000,  48.08330,  77.1,synop,HVALYNSK
S34098,  52.03330,  48.83330,  36.8,synop,PUGACEV
S34109,  51.20000,  36.31670, 190.5,synop,OBOJAN'
S34110,  51.16670,  37.35000, 223.0,synop,BOGORODITSKOE-FENINO
S34123,  51.70000,  39.21670, 147.4,synop,VORONEZ
S34139,  51.05000,  40.70000, 193.2,synop,KAMENNAJA
S34146,  51.36670,  42.08330, 104.2,synop,BORISOGLEBSK
S34152,  51.55000,  43.15000, 157.0,synop,BALASHOV
S34163,  51.63330,  45.45000, 202.2,synop,OKTYABRSKY
S34171,  51.55950,  46.03680,      ,synop,SARATOV
S34186,  51.36670,  48.30000, 109.9,synop,ERSHOV
S34199,  51.20000,  49.73330, 104.5,synop,OZINKI
S34202,  50.80000,  35.76670, 225.2,synop,GOTNJA
S34231,  51.00000,  39.50000, 113.7,synop,LISKI
S34238,  51.48330,  40.41670, 152.2,synop,ANNA
S34240,  50.80000,  42.00000, 105.7,synop,URJUPINSK
S34247,  50.41670,  41.05000,  90.4,synop,KALACH
S34253,  50.95000,  43.73330, 131.6,synop,ELAN'
S34254,  50.53330,  42.68330,  96.4,synop,NOVOANNENSKIJ
S34262,  50.83330,  44.56670, 115.2,synop,RUDNYA
S34267,  50.36670,  44.11670, 100.6,synop,DANILOVKA
S34273,  50.95000,  46.96670,  48.7,synop,KRASNYJ
S34321,  50.21670,  38.10000, 111.1,synop,VALUJKI
S34336,  49.93330,  40.56670,  85.6,synop,BOGUCAR
S34344,  49.80000,  41.15000,  68.3,synop,KAZANSKAJA
S34356,  49.80000,  43.66670, 117.9,synop,FROLOVO
S34357,  49.56670,  42.73330, 123.5,synop,SERAFIMOVIC
S34363,  50.08330,  45.36670, 120.6,synop,KAMYSIN
S34373,  50.05000,  46.88330,  34.2,synop,PALLASOVKA
S34391,  50.15000,  48.55000,  23.4,synop,ALEKSANDROV-GAJ
S34438,  48.93330,  40.38330, 153.0,synop,MILLEROVO
S34445,  49.21670,  41.83330,  90.5,synop,BOKOVSKAJA
S34461,  49.30000,  44.00000,  43.4,synop,ILOVLYA
S34476,  49.13330,  46.85000,   4.9,synop,EL'TON
S34535,  48.30000,  40.30000,  56.9,synop,KAMENSK-SAHTINSKIJ
S34545,  48.35000,  41.86670,  88.2,synop,MOROZOVSK
S34555,  48.33330,  43.11670,  67.6,synop,NIZHNY-CHIR
S34560,  48.78330,  44.36670,      ,synop,VOLGOGRAD
S34578,  48.06670,  46.11670,   4.5,synop,CERNYJ
S34579,  48.21670,  46.73330,  33.6,synop,VERHNIJ
S34644,  47.58330,  41.10000,  63.3,synop,KONSTANTINOVSK
S34646,  47.63330,  42.11670,  64.0,synop,TSIMLJANSK
S34655,  47.63330,  43.15000,  46.9,synop,KOTEL'NIKOVO
S34662,  47.93330,  44.70000,   7.8,synop,MALYE
S34720,  47.20000,  38.90000,  30.1,synop,TAGANROG
S34727,  46.80000,  38.26670,   1.7,synop,EJSK
S34730,  47.26670,  39.81670,  74.0,synop,ROSTOV-NA-DONU
S34740,  46.51670,  41.35000,  79.3,synop,GIGANT
S34743,  47.15000,  42.48330,  71.1,synop,ZIMOVNIKI
S34759,  46.56670,  43.66670, 104.9,synop,REMONTNOE
S34772,  47.13330,  46.31670,   1.8,synop,YUSTA
S34785,  46.91670,  47.93330, -19.2,synop,DOSANG
S34824,  46.03330,  38.15000,   3.0,synop,PRIMORSKO-AHTARSK
S34838,  45.85000,  40.08330,  76.9,synop,TIHORECK
S34845,  46.06670,  41.96670,  86.7,synop,GORODOVIKOVSK
S34858,  45.91670,  43.35000,  85.9,synop,DIVNOE
S34861,  46.30000,  44.18330, 195.6,synop,ELISTA
S34866,  46.18330,  45.35000,  -6.8,synop,YASHKUL'
S34868,  45.80000,  44.63330, 111.8,synop,IKI-BURUL
S34871,  46.36670,  46.01670,  -8.5,synop,UTTA
S34880,  46.28330,  47.98330, -21.8,synop,ASTRAHAN'
S34887,  45.80000,  47.21670, -17.2,synop,LIMAN
S34927,  45.05000,  39.03330,  27.8,synop,KRASNODAR-KRUGLIK
S34949,  45.11670,  42.08330, 451.1,synop,STAVROPOL'
S34954,  45.35000,  42.85000, 141.9,synop,SVETLOGRAD
S34958,  45.10000,  43.45000, 161.2,synop,BLAGODARNYJ
S34975,  45.35000,  46.03330,  -2.6,synop,KOMSOMOL'
S34984,  45.40000,  47.35000, -24.8,synop,LAGAN'
S37001,  44.88330,  37.28330,  29.6,synop,ANAPA
S37004,  44.56670,  38.08330,  15.0,synop,GELENDZHIK
S37006,  44.70900,  37.83920,  10.3,synop,NOVOROSSIJSK
S37018,  44.10000,  39.06670,  59.9,synop,TUAPSE
S37021,  44.61670,  40.08330, 215.3,synop,MAJKOP
S37031,  44.98330,  41.11670, 158.1,synop,ARMAVIR
S37036,  44.63330,  41.96670, 341.4,synop,NEVINNOMYSSK
S37054,  44.23330,  43.06670, 323.0,synop,MINERAL'NYE
S37058,  44.13330,  43.45000, 287.2,synop,GEORGIEVSK
S37061,  44.78330,  44.13330, 134.2,synop,BUDENNOVSK
S37085,  44.40000,  46.55000, -23.1,synop,KOCHUBEJ
S37107,  43.68330,  40.20000, 564.4,synop,KRASNAYA
S37126,  43.73330,  42.66670,2069.6,synop,SHADZHATMAZ
S37144,  43.75000,  44.05000, 199.0,synop,PROHLADNAYA
S37163,  43.83330,  46.71670,  -5.8,synop,KIZLJAR
S37171,  43.43330,  39.90000,  11.9,synop,SOCHI
S37193,  43.45000,  41.73330,1328.0,synop,TEBERDA
S37212,  43.53330,  43.63330, 424.8,synop,NAL'CIK
S37218,  43.15000,  44.85000, 663.9,synop,NAZRAN'
S37228,  43.03330,  44.68330, 701.9,synop,VLADIKAVKAZ
S37235,  43.25000,  45.71670, 255.5,synop,GROZNYJ
S37244,  43.35000,  46.11670,  74.0,synop,GUDERMES
S37463,  42.40000,  46.96670,1420.0,synop,GUNIB
S37470,  42.06670,  48.30000, -18.7,synop,DERBENT
S37472,  43.00000,  47.50000, -19.7,synop,MAHACHKALA
S37663,  41.46670,  47.75000,1015.6,synop,AKHTY
S40022,  35.53000,  35.76000,      ,synop,LATTAKIA
S40043,          ,          ,      ,synop,
S40080,  33.41000,  36.51000,      ,synop,DAMASCUS INT.AIRPORT
S40100,  33.81000,  35.48000,  29.0,synop,BEYROUTH (AEROPORT)
S40105,  34.25000,  36.05000,      ,synop,AL-ARZ (LES CEDRES)
S40153,  32.96600,  35.50000, 934.0,synop,HAR-KNAAN (ZEFAT)
S40179,  32.00000,  34.81600,  35.0,synop,BET DAGAN
S40180,  32.00000,  34.90000,  49.0,synop,BEN-GURION INT. AIRP
S40183,  31.77700,  35.21700, 815.0,synop,JERUSALEM CENTRE
S40190,  31.25000,  34.80000, 280.0,synop,BEER SHEVA CITY
S40199,  29.55000,  34.95000,  12.0,synop,EILAT
S40270,  31.98000,  35.98000, 778.0,synop,AMMAN AIRPORT
S40272,  31.66000,  35.96000, 721.0,synop,QUEEN ALIA AIRPORT
S40340,  29.63000,  35.01000,  53.0,synop,AQABA AIRPORT
S40356,  31.68000,  38.73000,      ,synop,TURAIF
S40357,  30.90000,  41.13000,      ,synop,ARAR
S40360,  31.40000,  37.26000,      ,synop,GURIAT
S40361,  29.78000,  40.10000,      ,synop,AL-JOUF
S40362,  29.61000,  43.48000,      ,synop,RAFHA
S40373,  28.31000,  46.11000,      ,synop,AL-QAISUMAH
S40375,  28.36000,  36.60000,      ,synop,TABUK
S40377,  27.90000,  45.53000,      ,synop,HAFR AL-BATIN
S40394,  27.43000,  41.68000,      ,synop,HAIL
S40400,  26.20000,  36.46000,      ,synop,WEJH
S40401,          ,          ,      ,synop,
S40405,  26.30000,  43.76000,      ,synop,GASSIM
S40416,  26.26000,  50.15000,      ,synop,DHAHRAN
S40417,  26.45000,  49.81000,      ,synop,KING FAHAD INT'L. AI
S40420,  25.30000,  49.48000,      ,synop,AL AHSA
S40430,  24.55000,  39.70000,      ,synop,AL-MADINAH
S40435,  26.98000,  44.11000,      ,synop,DAWADMI
S40437,  24.93000,  46.71000,      ,synop,KING KHALED INT. AIR
S40438,  24.71000,  46.73000,      ,synop,RIYADH
S40439,  24.15000,  38.06000,      ,synop,YENBO
S40582,  29.21000,  47.98000,      ,synop,KUWAIT INTERNATIONAL
